"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Cadicivirus B","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Canine coronavirus HeB-G1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Canine coronavirus SD-F3","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Canine kobuvirus JX-MO1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Canine kobuvirus SMCD-59","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Canine parvovirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Civet astrovirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Civet kobuvirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"European hedgehog papillomavirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Hedgehog bocavirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Hedgehog chapparvovirus 6","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Hedgehog dicipivirus 2","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Lucheng Rn rat coronavirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Lupine bocavirus isolate South Douro","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Marmot kobuvirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Myocastor coypus polyomavirus 1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Raccoon dog amdovirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Rodent papillomavirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Skunk adenovirus PB1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"SARS-CoV-2","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human adenovirus type 1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human astrovirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human herpesvirus 1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human herpesvirus 4","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human orthopneumovirus B","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human papillomavirus 1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human papillomavirus type 41","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H3N2","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H5N1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H7N9, segment 1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H7N9, segment 2","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H7N9, segment 3","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H7N9, segment 5","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H9N2 (HA)","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Influenza A virus H9N2 segment 5","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Parvovirus NIH-CQV","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Bamboo rat circovirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Bamboo rat coronavirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Betacoronavirus HKU24","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Cadicivirus B","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Canine coronavirus HeB-G1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Canine coronavirus SD-F3","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Canine kobuvirus JX-MO1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Canine kobuvirus SMCD-59","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Canine parvovirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Civet astrovirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Civet kobuvirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"European hedgehog papillomavirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Hedgehog bocavirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Hedgehog chapparvovirus 6","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Hedgehog dicipivirus 2","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Lucheng Rn rat coronavirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Lupine bocavirus isolate South Douro","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Marmot kobuvirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Myocastor coypus polyomavirus 1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Raccoon dog amdovirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Rodent papillomavirus","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Skunk adenovirus PB1","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"SARS-CoV-2","Abbottina.binhi",NA,NA,NA,NA,"Cyprinid fish"
"Human adenovirus type 1","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Human astrovirus","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Human herpesvirus 1","Columba.hodgsonii",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Speckled wood-pigeon"
"Human herpesvirus 4","Columba.hodgsonii",-0.0206277737238163,-0.254368871771891,0.215390242499781,0.865407435549314,"Speckled wood-pigeon"
"Human orthopneumovirus B","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Human papillomavirus 1","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Human papillomavirus type 41","Columba.hodgsonii",0.743271369007531,0.615856323355038,0.832797716836736,1.72419079066811e-13,"Speckled wood-pigeon"
"Influenza A virus H3N2","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Influenza A virus H5N1","Columba.hodgsonii",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Speckled wood-pigeon"
"Influenza A virus H7N9, segment 1","Columba.hodgsonii",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Speckled wood-pigeon"
"Influenza A virus H7N9, segment 2","Columba.hodgsonii",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Speckled wood-pigeon"
"Influenza A virus H7N9, segment 3","Columba.hodgsonii",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Speckled wood-pigeon"
"Influenza A virus H7N9, segment 5","Columba.hodgsonii",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741157,"Speckled wood-pigeon"
"Influenza A virus H9N2 (HA)","Columba.hodgsonii",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Speckled wood-pigeon"
"Influenza A virus H9N2 segment 5","Columba.hodgsonii",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Speckled wood-pigeon"
"Parvovirus NIH-CQV","Columba.hodgsonii",NA,NA,NA,NA,"Speckled wood-pigeon"
"Bamboo rat circovirus","Columba.hodgsonii",-0.0324763648494007,-0.265424902001045,0.204054819974711,0.7895502322385,"Speckled wood-pigeon"
"Bamboo rat coronavirus","Columba.hodgsonii",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Speckled wood-pigeon"
"Betacoronavirus HKU24","Columba.hodgsonii",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Speckled wood-pigeon"
"Cadicivirus B","Columba.hodgsonii",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Speckled wood-pigeon"
"Canine coronavirus HeB-G1","Columba.hodgsonii",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401562,"Speckled wood-pigeon"
"Canine coronavirus SD-F3","Columba.hodgsonii",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Speckled wood-pigeon"
"Canine kobuvirus JX-MO1","Columba.hodgsonii",-0.111864243146636,-0.337955051699385,0.126433096626155,0.356544429049204,"Speckled wood-pigeon"
"Canine kobuvirus SMCD-59","Columba.hodgsonii",-0.117790783082292,-0.343264020755425,0.120518934416665,0.331473682820046,"Speckled wood-pigeon"
"Canine parvovirus","Columba.hodgsonii",-0.0524334300678761,-0.283909545897658,0.184817636164676,0.666404827740161,"Speckled wood-pigeon"
"Civet astrovirus","Columba.hodgsonii",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Speckled wood-pigeon"
"Civet kobuvirus","Columba.hodgsonii",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Speckled wood-pigeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Columba.hodgsonii",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Speckled wood-pigeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Columba.hodgsonii",-0.0302858211924189,-0.263385491299937,0.206155280035251,0.803450526694133,"Speckled wood-pigeon"
"European hedgehog papillomavirus","Columba.hodgsonii",0.155013344470839,-0.0829832688223017,0.376281642588139,0.200072984731995,"Speckled wood-pigeon"
"Hedgehog bocavirus","Columba.hodgsonii",-0.093341845204384,-0.321269492408309,0.144808242431708,0.442147158869574,"Speckled wood-pigeon"
"Hedgehog chapparvovirus 6","Columba.hodgsonii",-0.0578468811731279,-0.288894105576453,0.179567920016846,0.63431238243517,"Speckled wood-pigeon"
"Hedgehog dicipivirus 2","Columba.hodgsonii",-0.0458575018831178,-0.277837732617626,0.191176508149918,0.706202189536606,"Speckled wood-pigeon"
"Lucheng Rn rat coronavirus","Columba.hodgsonii",-0.0204644021538573,-0.254216000032698,0.215546095086191,0.866463579370138,"Speckled wood-pigeon"
"Lupine bocavirus isolate South Douro","Columba.hodgsonii",-0.0631327449980038,-0.293749129056922,0.174428851052464,0.603611414016314,"Speckled wood-pigeon"
"Marmot kobuvirus","Columba.hodgsonii",-0.0535916282742711,-0.284977036591075,0.183695606108291,0.659485786132895,"Speckled wood-pigeon"
"Myocastor coypus polyomavirus 1","Columba.hodgsonii",-0.0390657408462381,-0.271547113642066,0.197723268561963,0.748146034225667,"Speckled wood-pigeon"
"Raccoon dog amdovirus","Columba.hodgsonii",-0.12936024075763,-0.353586541250466,0.108924687968671,0.285831854958137,"Speckled wood-pigeon"
"Rodent papillomavirus","Columba.hodgsonii",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Speckled wood-pigeon"
"Skunk adenovirus PB1","Columba.hodgsonii",-0.0425780948629214,-0.274802784421384,0.194340251696304,0.726354877006409,"Speckled wood-pigeon"
"SARS-CoV-2","Columba.hodgsonii",-0.0343769293496618,-0.267192652841844,0.202230647857713,0.777542689454693,"Speckled wood-pigeon"
"Human adenovirus type 1","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Human astrovirus","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Human herpesvirus 1","Gallus.gallus",-0.084986458149494,-0.313696091260335,0.153043788260865,0.484232176363481,"Chicken"
"Human herpesvirus 4","Gallus.gallus",-0.0468746160615429,-0.27877808748684,0.190194265547809,0.69999174212604,"Chicken"
"Human orthopneumovirus B","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Human papillomavirus 1","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Human papillomavirus type 41","Gallus.gallus",0.224896202327982,-0.0106400925301116,0.436788251441426,0.0612352824853735,"Chicken"
"Influenza A virus H3N2","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Influenza A virus H5N1","Gallus.gallus",0.0279877238995458,-0.208356531167997,0.261243705585584,0.818098861071094,"Chicken"
"Influenza A virus H7N9, segment 1","Gallus.gallus",0.0541706579675646,-0.183134426389461,0.285510502851446,0.656037284969675,"Chicken"
"Influenza A virus H7N9, segment 2","Gallus.gallus",-0.0103089083614386,-0.244690210653729,0.225210646834045,0.932500102962268,"Chicken"
"Influenza A virus H7N9, segment 3","Gallus.gallus",0.0279877238995458,-0.208356531167997,0.261243705585584,0.818098861071094,"Chicken"
"Influenza A virus H7N9, segment 5","Gallus.gallus",-0.0259716850743602,-0.25936290021665,0.210285640735851,0.831000837522651,"Chicken"
"Influenza A virus H9N2 (HA)","Gallus.gallus",0.0279877238995458,-0.208356531167997,0.261243705585584,0.818098861071094,"Chicken"
"Influenza A virus H9N2 segment 5","Gallus.gallus",0.0743423723425895,-0.163487535625939,0.304005859682342,0.5407754342384,"Chicken"
"Parvovirus NIH-CQV","Gallus.gallus",NA,NA,NA,NA,"Chicken"
"Bamboo rat circovirus","Gallus.gallus",0.0763604332198663,-0.161511544559942,0.30584673317527,0.529812569388255,"Chicken"
"Bamboo rat coronavirus","Gallus.gallus",0.0746219946486552,-0.16321385634579,0.304261033320835,0.539249830560813,"Chicken"
"Betacoronavirus HKU24","Gallus.gallus",0.0615917441524579,-0.175928394131183,0.292334959857963,0.612494282279411,"Chicken"
"Cadicivirus B","Gallus.gallus",-0.0159574212529346,-0.24999407029253,0.219840911377528,0.89568532455631,"Chicken"
"Canine coronavirus HeB-G1","Gallus.gallus",0.128406122462299,-0.109883309744991,0.352737317455003,0.289430495482129,"Chicken"
"Canine coronavirus SD-F3","Gallus.gallus",0.0904300746823651,-0.147682000209675,0.318633541966818,0.456576070499263,"Chicken"
"Canine kobuvirus JX-MO1","Gallus.gallus",0.0569808695472381,-0.180408647849771,0.288097546232105,0.639403351762701,"Chicken"
"Canine kobuvirus SMCD-59","Gallus.gallus",0.0219850623241744,-0.214094956441901,0.255638476454054,0.856642264098417,"Chicken"
"Canine parvovirus","Gallus.gallus",0.0541628210126097,-0.183142022784101,0.285503283537772,0.656083911561818,"Chicken"
"Civet astrovirus","Gallus.gallus",-0.23336371939369,-0.443991716505907,0.00170372503365345,0.0518663508895851,"Chicken"
"Civet kobuvirus","Gallus.gallus",-0.0164962837539251,-0.250499320422475,0.219327896296419,0.892183443961267,"Chicken"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Gallus.gallus",0.036140198983412,-0.200536782626186,0.268831303101475,0.766448759538076,"Chicken"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Gallus.gallus",0.0237212705763193,-0.212436849094064,0.257261347759136,0.845455375911633,"Chicken"
"European hedgehog papillomavirus","Gallus.gallus",0.0322997256771251,-0.20422427582738,0.265260526992989,0.790668750904623,"Chicken"
"Hedgehog bocavirus","Gallus.gallus",0.0573927992652691,-0.180008787949365,0.288476479956203,0.636979675794144,"Chicken"
"Hedgehog chapparvovirus 6","Gallus.gallus",-0.00790400216987514,-0.242427778439343,0.227492526620595,0.948221843711177,"Chicken"
"Hedgehog dicipivirus 2","Gallus.gallus",-0.00672007159575001,-0.241313049762499,0.228614942725005,0.955969247535842,"Chicken"
"Lucheng Rn rat coronavirus","Gallus.gallus",0.0537776688811471,-0.183515317510744,0.28514845342556,0.658377016361509,"Chicken"
"Lupine bocavirus isolate South Douro","Gallus.gallus",0.125747238504274,-0.112552406757,0.350368796206235,0.299615780628783,"Chicken"
"Marmot kobuvirus","Gallus.gallus",0.157374007844541,-0.0805797568187863,0.378356846038468,0.193223512271778,"Chicken"
"Myocastor coypus polyomavirus 1","Gallus.gallus",-0.0147646668007036,-0.248875262251462,0.220975989771011,0.903443599060761,"Chicken"
"Raccoon dog amdovirus","Gallus.gallus",0.0794970576666033,-0.158436517484883,0.308704557430129,0.512995398412169,"Chicken"
"Rodent papillomavirus","Gallus.gallus",-0.0544623476261874,-0.285779185371351,0.18285167017315,0.654302787214503,"Chicken"
"Skunk adenovirus PB1","Gallus.gallus",0.0137962575601017,-0.221897101726946,0.247966431043702,0.909749290792781,"Chicken"
"SARS-CoV-2","Gallus.gallus",0.11296515083717,-0.125335767886464,0.3389423294093,0.351801096000842,"Chicken"
"Human adenovirus type 1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human astrovirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human herpesvirus 1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human herpesvirus 4","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human orthopneumovirus B","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human papillomavirus 1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human papillomavirus type 41","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H3N2","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H5N1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H7N9, segment 1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H7N9, segment 2","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H7N9, segment 3","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H7N9, segment 5","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H9N2 (HA)","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Influenza A virus H9N2 segment 5","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Parvovirus NIH-CQV","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Bamboo rat circovirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Bamboo rat coronavirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Betacoronavirus HKU24","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Cadicivirus B","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Canine coronavirus HeB-G1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Canine coronavirus SD-F3","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Canine kobuvirus JX-MO1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Canine kobuvirus SMCD-59","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Canine parvovirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Civet astrovirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Civet kobuvirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"European hedgehog papillomavirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Hedgehog bocavirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Hedgehog chapparvovirus 6","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Hedgehog dicipivirus 2","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Lucheng Rn rat coronavirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Lupine bocavirus isolate South Douro","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Marmot kobuvirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Myocastor coypus polyomavirus 1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Raccoon dog amdovirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Rodent papillomavirus","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Skunk adenovirus PB1","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"SARS-CoV-2","Ophichthys.cuchia",NA,NA,NA,NA,"Cuchia"
"Human adenovirus type 1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human astrovirus","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human herpesvirus 1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human herpesvirus 4","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human orthopneumovirus B","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human papillomavirus 1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Human papillomavirus type 41","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H3N2","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H5N1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H7N9, segment 1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H7N9, segment 2","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H7N9, segment 3","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H7N9, segment 5","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H9N2 (HA)","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Influenza A virus H9N2 segment 5","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Parvovirus NIH-CQV","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Bamboo rat circovirus","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Bamboo rat coronavirus","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Betacoronavirus HKU24","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Cadicivirus B","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Canine coronavirus HeB-G1","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
"Canine coronavirus SD-F3","Acanthopagrus.latus",NA,NA,NA,NA,"Yellowfin seabream"
